trip_id,timestamp,hour,day_of_week,is_weekend,vehicle_id,vehicle_type,vehicle_lat,vehicle_lon,origin_lat,origin_lon,dest_lat,dest_lon,pickup_distance,pickup_eta,trip_distance,trip_duration,surge_multiplier,fare,user_preference,lat_bin,lon_bin,grid_id
TRIP_004817,2024-03-30 03:10:00,3,5,True,VEH_1200,Auto,13.063106,77.678233,12.881411,77.711313,13.001184,77.668353,20.48,32.05,14.08,23.3,1.2,291.1,fast,1288,7771,1288_7771
TRIP_004818,2024-04-06 11:53:00,11,5,True,VEH_0871,Mini,13.041425,77.471304,13.119374,77.560652,12.916827,77.638675,12.97,22.61,24.01,60.02,1.19,448.67,balanced,1311,7756,1311_7756
TRIP_004819,2024-02-19 06:20:00,6,0,False,VEH_2071,Auto,12.967415,77.598407,13.024288,77.711705,12.873652,77.56893,13.79,25.74,22.76,39.68,1.18,406.11,fast,1302,7771,1302_7771
TRIP_004820,2024-04-13 18:18:00,18,5,True,VEH_0946,Auto,12.900397,77.622165,13.104798,77.529391,12.96697,77.668368,24.81,84.63,21.44,80.83,1.7,684.55,balanced,1310,7752,1310_7752
TRIP_004821,2024-05-09 06:46:00,6,3,False,VEH_1232,Mini,13.148989,77.697107,13.053835,77.634672,13.093595,77.560564,12.53,21.71,9.15,15.96,1.14,197.73,cheap,1305,7763,1305_7763
TRIP_004822,2024-04-18 11:26:00,11,3,False,VEH_0963,Mini,13.010107,77.687371,13.056241,77.675376,13.120595,77.570599,5.28,15.74,13.39,36.32,1.08,256.94,fast,1305,7767,1305_7767
TRIP_004823,2024-01-30 14:07:00,14,1,False,VEH_1369,SUV,12.95199,77.485103,12.87527,77.576728,13.097081,77.587875,13.07,32.8,24.65,66.46,1.18,896.54,balanced,1287,7757,1287_7757
TRIP_004824,2024-06-13 13:59:00,13,3,False,VEH_2829,Sedan,12.896689,77.64699,12.896295,77.543359,12.910256,77.630181,11.21,30.97,9.52,19.64,1.02,269.76,balanced,1289,7754,1289_7754
TRIP_004825,2024-05-14 06:31:00,6,1,False,VEH_0005,Mini,12.915591,77.601607,13.029547,77.53533,12.984201,77.53691,14.54,24.93,5.04,9.74,1.14,132.66,cheap,1302,7753,1302_7753
TRIP_004826,2024-01-30 01:30:00,1,1,False,VEH_1150,SUV,12.904378,77.563925,13.134618,77.732932,12.99336,77.681751,31.42,65.85,16.63,32.18,1.15,612.69,cheap,1313,7773,1313_7773
TRIP_004827,2024-03-25 17:53:00,17,0,False,VEH_2360,Auto,13.137188,77.606526,13.057279,77.74167,12.978461,77.671872,17.09,64.17,11.55,48.91,1.45,333.22,balanced,1305,7774,1305_7774
TRIP_004828,2024-06-09 20:03:00,20,6,True,VEH_2061,Mini,13.092844,77.612159,13.038299,77.567829,13.003375,77.543523,7.72,27.96,4.68,14.0,1.6,178.74,balanced,1303,7756,1303_7756
TRIP_004829,2024-06-20 11:54:00,11,3,False,VEH_0464,SUV,12.883356,77.53643,12.985543,77.567371,12.97873,77.701015,11.83,32.2,14.47,36.56,1.18,617.92,fast,1298,7756,1298_7756
TRIP_004830,2024-02-03 17:49:00,17,5,True,VEH_1216,SUV,13.098995,77.723446,12.979312,77.503577,12.999797,77.724694,27.23,76.46,24.02,93.48,1.57,1320.9,balanced,1297,7750,1297_7750
TRIP_004831,2024-03-27 13:26:00,13,2,False,VEH_1430,Mini,12.913171,77.569114,12.987114,77.749999,12.866762,77.72388,21.22,45.87,13.65,40.08,1.1,263.67,balanced,1298,7774,1298_7774
TRIP_004832,2024-05-06 05:59:00,5,0,False,VEH_1841,SUV,13.139972,77.454925,13.08628,77.508581,12.962038,77.583885,8.32,17.17,16.01,30.39,1.14,595.24,balanced,1308,7750,1308_7750
TRIP_004833,2024-04-30 20:07:00,20,1,False,VEH_2443,Auto,12.866437,77.633222,12.975002,77.458405,12.896926,77.568487,22.43,76.12,14.73,55.38,1.97,554.53,fast,1297,7745,1297_7745
TRIP_004834,2024-05-29 22:16:00,22,2,False,VEH_0128,SUV,12.971823,77.700118,13.09434,77.551806,12.984575,77.53,21.03,39.84,12.41,17.82,1.09,446.12,balanced,1309,7755,1309_7755
TRIP_004835,2024-02-17 13:06:00,13,5,True,VEH_2119,Auto,13.051502,77.715716,12.940376,77.607594,12.871929,77.623486,17.0,29.25,7.79,16.64,1.13,162.46,cheap,1294,7760,1294_7760
TRIP_004836,2024-05-23 07:13:00,7,3,False,VEH_0156,SUV,12.993094,77.732822,13.005813,77.678321,12.997332,77.453765,6.06,23.03,24.3,88.42,1.48,1303.8,fast,1300,7767,1300_7767
TRIP_004837,2024-01-03 10:12:00,10,2,False,VEH_2247,Auto,13.057199,77.738942,13.097416,77.644212,13.100483,77.462084,11.17,40.18,19.69,94.38,1.63,605.86,fast,1309,7764,1309_7764
TRIP_004838,2024-01-15 12:36:00,12,0,False,VEH_2448,SUV,13.113981,77.635769,12.970779,77.504827,13.1483,77.614254,21.28,49.03,22.99,57.07,1.11,772.47,cheap,1297,7750,1297_7750
TRIP_004839,2024-01-04 17:53:00,17,3,False,VEH_2127,SUV,13.140977,77.581843,13.123063,77.582267,12.957543,77.565473,1.99,7.78,18.46,69.51,1.22,801.53,fast,1312,7758,1312_7758
TRIP_004840,2024-03-09 03:59:00,3,5,True,VEH_0800,Sedan,13.016474,77.596893,12.966604,77.568804,13.040778,77.745847,6.31,10.75,20.85,26.59,1.08,480.91,balanced,1296,7756,1296_7756
TRIP_004841,2024-03-30 06:36:00,6,5,True,VEH_0424,Mini,13.082339,77.653669,13.130685,77.476445,13.092685,77.68459,19.9,24.23,22.89,35.69,1.1,349.45,balanced,1313,7747,1313_7747
TRIP_004842,2024-01-02 10:54:00,10,1,False,VEH_0705,Sedan,13.125415,77.607316,13.045747,77.718435,13.148643,77.653983,14.92,59.13,13.38,49.34,1.49,596.36,fast,1304,7771,1304_7771
TRIP_004843,2024-01-14 05:19:00,5,6,True,VEH_0963,Mini,13.010107,77.687371,13.078958,77.523148,12.98794,77.698045,19.34,27.2,21.44,29.47,1.03,328.56,cheap,1307,7752,1307_7752
TRIP_004844,2024-03-27 21:18:00,21,2,False,VEH_1503,Auto,12.907485,77.459545,13.076902,77.698604,13.055882,77.550996,31.98,65.78,16.13,33.31,1.18,314.88,fast,1307,7769,1307_7769
TRIP_004845,2024-04-22 06:41:00,6,0,False,VEH_1373,Mini,13.054478,77.718957,12.868655,77.487445,13.073982,77.546715,32.44,58.02,23.68,36.68,1.14,416.53,fast,1286,7748,1286_7748
TRIP_004846,2024-06-12 16:10:00,16,2,False,VEH_2394,SUV,13.113484,77.513255,13.098999,77.560329,13.042035,77.57738,5.34,13.15,6.59,19.3,1.02,315.06,cheap,1309,7756,1309_7756
TRIP_004847,2024-04-15 06:53:00,6,0,False,VEH_0692,Auto,12.927198,77.696478,12.981358,77.625615,12.918574,77.476779,9.74,16.97,17.54,34.22,1.19,357.87,balanced,1298,7762,1298_7762
TRIP_004848,2024-03-31 12:35:00,12,6,True,VEH_1230,SUV,12.954821,77.715019,13.038783,77.568341,13.079223,77.550028,18.4,45.11,4.91,8.99,1.18,303.49,fast,1303,7756,1303_7756
TRIP_004849,2024-06-22 01:53:00,1,5,True,VEH_1717,Mini,12.996252,77.46961,13.061653,77.531141,12.885841,77.704617,9.85,16.33,27.07,44.4,1.15,448.37,cheap,1306,7753,1306_7753
TRIP_004850,2024-03-02 08:52:00,8,5,True,VEH_1790,Auto,12.96394,77.661682,12.908306,77.560891,12.984049,77.682324,12.53,48.05,15.6,44.98,1.46,380.94,cheap,1290,7756,1290_7756
TRIP_004851,2024-01-18 07:40:00,7,3,False,VEH_1607,Sedan,13.127631,77.735059,13.010441,77.450782,13.001266,77.609227,33.37,136.16,17.17,80.47,1.73,887.12,cheap,1301,7745,1301_7745
TRIP_004852,2024-02-06 08:23:00,8,1,False,VEH_2296,SUV,12.961731,77.676454,12.970414,77.689507,12.948202,77.679028,1.71,5.91,2.71,10.14,1.24,249.97,balanced,1297,7768,1297_7768
TRIP_004853,2024-06-28 01:30:00,1,4,False,VEH_0714,Mini,13.019757,77.707388,12.858912,77.679697,13.052054,77.56569,18.1,30.44,24.74,43.51,1.06,378.73,fast,1285,7767,1285_7767
TRIP_004854,2024-05-30 07:17:00,7,3,False,VEH_2753,Auto,12.965188,77.749986,12.959192,77.646569,12.997841,77.471303,11.21,41.49,19.44,91.99,1.89,725.79,balanced,1295,7764,1295_7764
TRIP_004855,2024-04-18 06:15:00,6,3,False,VEH_0911,Sedan,13.069739,77.613968,12.966796,77.57234,13.137355,77.455186,12.28,19.52,22.78,46.97,1.05,526.92,cheap,1296,7757,1296_7757
TRIP_004856,2024-02-16 06:01:00,6,4,False,VEH_1684,SUV,13.098837,77.540789,12.918402,77.569723,12.897861,77.601123,20.27,35.59,4.09,5.85,1.01,210.06,balanced,1291,7756,1291_7756
TRIP_004857,2024-01-11 06:21:00,6,3,False,VEH_1419,SUV,13.11689,77.564321,12.858595,77.667367,12.931549,77.48838,30.76,54.92,20.99,35.88,1.12,748.48,balanced,1285,7766,1285_7766
TRIP_004858,2024-01-03 08:08:00,8,2,False,VEH_0475,SUV,13.069882,77.638477,12.937556,77.733238,12.949028,77.741816,17.91,85.29,1.58,7.59,1.54,278.59,balanced,1293,7773,1293_7773
TRIP_004859,2024-02-27 18:10:00,18,1,False,VEH_0518,SUV,13.033585,77.475865,12.871888,77.469558,12.943734,77.523913,17.96,75.55,9.91,38.85,1.62,663.78,balanced,1287,7746,1287_7746
TRIP_004860,2024-06-23 08:24:00,8,6,True,VEH_2889,SUV,13.001145,77.666174,12.963559,77.727635,12.994742,77.729649,7.85,27.26,3.47,13.58,1.37,335.25,balanced,1296,7772,1296_7772
TRIP_004861,2024-05-04 06:30:00,6,5,True,VEH_2861,Sedan,12.924091,77.718532,12.854386,77.720182,13.137203,77.688504,7.74,12.07,31.58,46.36,1.19,760.24,balanced,1285,7772,1285_7772
TRIP_004862,2024-03-28 00:33:00,0,3,False,VEH_0755,Auto,12.962817,77.694948,13.005464,77.500123,13.051713,77.459186,21.6,40.86,6.78,10.62,1.07,130.49,cheap,1300,7750,1300_7750
TRIP_004863,2024-05-22 07:23:00,7,2,False,VEH_0905,Auto,13.136224,77.470678,13.040104,77.611803,12.993814,77.526201,18.62,88.75,10.59,41.01,1.39,283.33,fast,1304,7761,1304_7761
TRIP_004864,2024-03-13 21:50:00,21,2,False,VEH_2482,Auto,13.132349,77.743131,12.986573,77.690332,13.044591,77.529197,17.16,41.0,18.58,44.4,1.0,288.22,fast,1298,7769,1298_7769
TRIP_004865,2024-01-13 17:01:00,17,5,True,VEH_1023,SUV,13.021814,77.520693,13.081462,77.590621,13.087194,77.731885,10.05,27.92,15.29,57.14,1.76,1040.73,fast,1308,7759,1308_7759
TRIP_004866,2024-04-06 14:48:00,14,5,True,VEH_0760,Auto,13.09569,77.688697,13.078797,77.577103,12.852682,77.458651,12.21,22.14,28.18,62.56,1.1,490.12,cheap,1307,7757,1307_7757
TRIP_004867,2024-06-03 13:48:00,13,0,False,VEH_1859,Sedan,12.900415,77.560978,13.142837,77.537506,13.097885,77.607667,27.03,61.69,9.08,18.85,1.06,263.59,cheap,1314,7753,1314_7753
TRIP_004868,2024-05-11 20:00:00,20,5,True,VEH_2005,Sedan,12.880725,77.496366,13.124482,77.560147,13.128949,77.573298,27.92,103.34,1.51,4.5,1.7,207.36,balanced,1312,7756,1312_7756
TRIP_004869,2024-04-09 15:32:00,15,1,False,VEH_0598,Sedan,12.851554,77.615106,12.862218,77.684208,13.083079,77.737854,7.57,17.13,25.19,53.92,1.11,629.51,balanced,1286,7768,1286_7768
TRIP_004870,2024-06-28 09:16:00,9,4,False,VEH_2271,Sedan,13.088792,77.689927,12.954408,77.48934,12.901456,77.604401,26.32,89.4,13.76,53.34,1.43,534.52,fast,1295,7748,1295_7748
TRIP_004871,2024-03-07 10:36:00,10,3,False,VEH_2508,Mini,13.043606,77.557728,12.901871,77.645247,13.021926,77.47933,18.36,67.69,22.36,95.28,1.91,802.56,balanced,1290,7764,1290_7764
TRIP_004872,2024-04-12 19:46:00,19,4,False,VEH_2416,Sedan,12.901143,77.508131,12.927095,77.563976,13.014935,77.533879,6.69,32.14,10.28,44.26,1.6,510.2,balanced,1292,7756,1292_7756
TRIP_004873,2024-05-07 17:43:00,17,1,False,VEH_2557,Auto,12.974516,77.503873,12.985772,77.54366,13.132198,77.651205,4.48,21.15,19.99,85.9,1.53,588.54,fast,1298,7754,1298_7754
TRIP_004874,2024-02-15 08:27:00,8,3,False,VEH_2929,Mini,13.05603,77.664455,12.915434,77.727167,12.904071,77.680357,17.02,58.52,5.22,19.09,1.71,229.13,balanced,1291,7772,1291_7772
TRIP_004875,2024-04-16 10:54:00,10,1,False,VEH_2560,SUV,12.921909,77.711162,12.919814,77.594166,12.965064,77.567327,12.66,43.63,5.8,23.91,1.82,530.04,cheap,1291,7759,1291_7759
TRIP_004876,2024-01-25 03:40:00,3,3,False,VEH_1628,Mini,13.065512,77.487063,13.052902,77.499918,12.946462,77.578849,1.97,3.59,14.58,27.46,1.12,290.77,fast,1305,7749,1305_7749
TRIP_004877,2024-03-08 22:45:00,22,4,False,VEH_1245,Auto,12.911674,77.698625,12.880388,77.653515,12.869898,77.628301,5.99,10.22,2.97,4.73,1.1,78.08,cheap,1288,7765,1288_7765
TRIP_004878,2024-05-16 18:40:00,18,3,False,VEH_1666,SUV,12.926325,77.470351,12.867473,77.49314,12.91584,77.48288,6.98,29.42,5.48,22.67,1.98,555.23,balanced,1286,7749,1286_7749
TRIP_004879,2024-06-04 16:01:00,16,1,False,VEH_1178,Sedan,12.863733,77.499247,12.93293,77.662431,12.92365,77.727193,19.26,41.46,7.08,19.46,1.05,250.43,fast,1293,7766,1293_7766
TRIP_004880,2024-03-21 17:47:00,17,3,False,VEH_1807,Auto,12.875916,77.631406,13.063977,77.479362,12.977804,77.55318,26.58,111.18,12.46,45.39,1.87,453.28,fast,1306,7747,1306_7747
TRIP_004881,2024-01-17 16:23:00,16,2,False,VEH_2102,Auto,12.930381,77.641378,12.871153,77.530522,13.122145,77.582524,13.68,33.28,28.42,80.47,1.04,494.83,balanced,1287,7753,1287_7753
TRIP_004882,2024-02-20 16:03:00,16,1,False,VEH_2929,Mini,13.05603,77.664455,13.028176,77.570467,13.045208,77.720795,10.62,25.38,16.37,41.01,1.16,306.71,balanced,1302,7757,1302_7757
TRIP_004883,2024-05-26 02:36:00,2,6,True,VEH_0756,Sedan,12.959505,77.72962,12.899422,77.519153,13.064477,77.681856,23.72,28.81,25.41,33.81,1.01,516.41,balanced,1289,7751,1289_7751
TRIP_004884,2024-01-12 21:32:00,21,4,False,VEH_1987,Sedan,12.975147,77.597566,13.116073,77.51741,13.048508,77.719269,17.88,42.21,23.07,53.94,1.06,590.08,fast,1311,7751,1311_7751
TRIP_004885,2024-06-14 09:03:00,9,4,False,VEH_0823,Mini,13.021821,77.735719,13.105377,77.728786,13.002722,77.544513,9.31,31.74,22.95,100.21,1.88,803.01,fast,1310,7772,1310_7772
TRIP_004886,2024-06-09 08:59:00,8,6,True,VEH_0823,Mini,13.021821,77.735719,13.035022,77.601112,12.96659,77.590289,14.63,52.13,7.69,26.13,1.38,235.93,fast,1303,7760,1303_7760
TRIP_004887,2024-05-23 16:04:00,16,3,False,VEH_0812,Mini,13.013906,77.746933,12.943564,77.552756,13.043631,77.676495,22.4,47.57,17.39,39.05,1.16,360.78,cheap,1294,7755,1294_7755
TRIP_004888,2024-02-21 15:13:00,15,2,False,VEH_1946,Sedan,12.894502,77.535315,12.90643,77.50196,12.968578,77.540911,3.84,11.24,8.08,23.13,1.13,278.02,balanced,1290,7750,1290_7750
TRIP_004889,2024-05-26 01:49:00,1,6,True,VEH_2116,Mini,13.08467,77.466598,13.139505,77.457169,12.938993,77.688873,6.17,9.87,33.51,45.85,1.02,506.95,cheap,1313,7745,1313_7745
TRIP_004890,2024-03-21 15:42:00,15,3,False,VEH_0727,SUV,13.140676,77.547913,13.002053,77.695137,12.92716,77.532821,22.14,52.48,19.42,42.36,1.11,693.87,cheap,1300,7769,1300_7769
TRIP_004891,2024-01-04 10:09:00,10,3,False,VEH_0898,Sedan,12.991529,77.564894,13.052497,77.603158,12.858209,77.486061,7.93,38.74,25.01,115.9,1.43,1079.25,fast,1305,7760,1305_7760
TRIP_004892,2024-02-08 02:40:00,2,3,False,VEH_1911,Mini,13.060991,77.707377,13.049265,77.487815,12.895413,77.571649,23.78,45.24,19.33,37.34,1.08,315.44,balanced,1304,7748,1304_7748
TRIP_004893,2024-02-09 23:58:00,23,4,False,VEH_2789,SUV,12.902719,77.668498,12.861417,77.575597,12.955098,77.560125,11.05,19.61,10.53,17.08,1.13,449.31,cheap,1286,7757,1286_7757
TRIP_004894,2024-02-18 14:03:00,14,6,True,VEH_2827,Sedan,12.909263,77.608729,12.981954,77.470134,12.865323,77.721772,17.03,28.62,30.14,51.59,1.19,820.87,fast,1298,7747,1298_7747
TRIP_004895,2024-03-31 07:58:00,7,6,True,VEH_1988,Auto,12.858533,77.679416,13.002292,77.60855,13.067936,77.745002,17.7,53.16,16.46,55.91,1.4,390.28,cheap,1300,7760,1300_7760
TRIP_004896,2024-01-27 15:41:00,15,5,True,VEH_2193,Sedan,12.944663,77.74837,13.081138,77.702787,13.056597,77.736367,15.93,33.89,4.54,7.74,1.13,192.45,balanced,1308,7770,1308_7770
TRIP_004897,2024-01-17 22:46:00,22,2,False,VEH_1754,Auto,13.042673,77.574757,12.99173,77.696166,12.874264,77.618073,14.29,21.87,15.54,22.83,1.1,253.74,balanced,1299,7769,1299_7769
TRIP_004898,2024-05-30 03:33:00,3,3,False,VEH_2717,Auto,12.881976,77.452757,13.03917,77.578801,12.920755,77.511616,22.15,37.69,15.02,31.29,1.13,261.93,fast,1303,7757,1303_7757
TRIP_004899,2024-05-02 02:22:00,2,3,False,VEH_1406,Sedan,12.893753,77.737744,13.107408,77.746028,13.113329,77.678471,23.73,50.61,7.33,15.34,1.0,240.45,balanced,1310,7774,1310_7774
TRIP_004900,2024-01-18 18:48:00,18,3,False,VEH_2676,SUV,13.031311,77.550965,12.937419,77.580264,12.948555,77.579994,10.89,46.57,1.24,4.77,1.85,283.43,fast,1293,7758,1293_7758
TRIP_004901,2024-01-02 17:59:00,17,1,False,VEH_0089,Mini,13.050359,77.616381,12.975088,77.731261,12.868976,77.744939,14.97,61.79,11.87,53.83,1.27,306.69,fast,1297,7773,1297_7773
TRIP_004902,2024-06-11 09:11:00,9,1,False,VEH_0388,Mini,13.079248,77.536834,12.91517,77.688841,13.001889,77.583838,24.53,92.61,14.89,69.65,1.39,446.25,fast,1291,7768,1291_7768
TRIP_004903,2024-04-30 00:05:00,0,1,False,VEH_2149,Mini,12.985979,77.458205,13.14147,77.568131,12.855401,77.56106,20.96,37.32,31.76,50.32,1.18,509.61,balanced,1314,7756,1314_7756
TRIP_004904,2024-02-02 12:24:00,12,4,False,VEH_1139,Mini,13.090479,77.543812,13.026398,77.718406,12.966317,77.465661,20.17,57.8,28.13,56.3,1.06,475.16,fast,1302,7771,1302_7771
TRIP_004905,2024-05-10 15:27:00,15,4,False,VEH_0682,SUV,13.124538,77.615624,12.918761,77.49417,13.027644,77.568196,26.35,74.18,14.5,34.77,1.02,481.05,cheap,1291,7749,1291_7749
TRIP_004906,2024-05-30 12:44:00,12,3,False,VEH_1256,Auto,12.934455,77.728007,13.006215,77.54894,12.959415,77.470702,20.95,45.87,9.93,20.36,1.04,178.34,fast,1300,7754,1300_7754
TRIP_004907,2024-03-13 14:33:00,14,2,False,VEH_0800,Sedan,13.016474,77.596893,13.125553,77.708498,13.008839,77.492451,17.1,44.0,26.71,61.17,1.02,635.34,balanced,1312,7770,1312_7770
TRIP_004908,2024-01-29 23:13:00,23,0,False,VEH_0304,Sedan,13.053329,77.666279,12.914006,77.486133,12.997473,77.509306,24.87,50.04,9.6,16.33,1.13,284.94,cheap,1291,7748,1291_7748
TRIP_004909,2024-06-29 22:53:00,22,5,True,VEH_2929,Mini,13.05603,77.664455,12.987229,77.541856,13.082955,77.714534,15.3,22.1,21.49,32.35,1.23,411.98,cheap,1298,7754,1298_7754
TRIP_004910,2024-03-26 22:19:00,22,1,False,VEH_2268,Auto,13.126521,77.706036,12.995887,77.555565,12.904868,77.74405,21.79,31.97,22.75,40.28,1.17,382.98,fast,1299,7755,1299_7755
TRIP_004911,2024-01-09 05:46:00,5,1,False,VEH_1906,Mini,13.009337,77.593781,13.042291,77.625161,13.134725,77.533226,4.99,10.16,14.29,22.76,1.17,271.81,balanced,1304,7762,1304_7762
TRIP_004912,2024-04-27 16:36:00,16,5,True,VEH_2987,SUV,12.852544,77.556995,12.976212,77.675257,13.071893,77.656539,18.77,32.19,10.81,27.02,1.17,514.82,fast,1297,7767,1297_7767
TRIP_004913,2024-03-28 15:38:00,15,3,False,VEH_2852,Sedan,12.906601,77.706462,12.934589,77.598871,12.960921,77.589811,12.05,29.45,3.08,8.54,1.08,168.05,balanced,1293,7759,1293_7759
TRIP_004914,2024-03-29 06:28:00,6,4,False,VEH_1484,Mini,12.867933,77.643372,12.894169,77.543696,13.020823,77.592891,11.17,16.23,15.03,29.78,1.03,274.57,fast,1289,7754,1289_7754
TRIP_004915,2024-01-19 09:41:00,9,4,False,VEH_1786,SUV,12.913257,77.670308,13.116288,77.719002,12.974902,77.498658,23.14,80.5,28.53,138.46,1.28,1286.3,fast,1311,7771,1311_7771
TRIP_004916,2024-05-10 11:15:00,11,4,False,VEH_0507,Auto,12.928533,77.528087,13.109089,77.67334,12.865332,77.630451,25.47,52.49,27.45,65.67,1.12,467.13,balanced,1310,7767,1310_7767
TRIP_004917,2024-06-04 15:01:00,15,1,False,VEH_0161,Sedan,13.067254,77.702152,13.131685,77.64905,12.860537,77.511597,9.17,19.23,33.57,88.74,1.11,912.05,balanced,1313,7764,1313_7764
TRIP_004918,2024-02-03 13:53:00,13,5,True,VEH_1750,Sedan,12.89628,77.749237,12.916788,77.597082,13.032579,77.52887,16.62,40.16,14.82,31.79,1.18,452.21,balanced,1291,7759,1291_7759
TRIP_004919,2024-03-03 03:34:00,3,6,True,VEH_0255,Mini,13.062935,77.543225,13.122359,77.538358,12.940035,77.595313,6.62,10.34,21.15,37.3,1.01,339.4,balanced,1312,7753,1312_7753
TRIP_004920,2024-03-24 03:21:00,3,6,True,VEH_1987,Sedan,12.975147,77.597566,13.025625,77.631519,12.972743,77.468209,6.7,8.15,18.61,27.47,1.16,466.63,cheap,1302,7763,1302_7763
TRIP_004921,2024-04-08 02:01:00,2,0,False,VEH_1892,Mini,12.910663,77.488164,13.047038,77.461877,13.14658,77.629762,15.4,26.56,21.25,43.27,1.19,405.98,cheap,1304,7746,1304_7746
TRIP_004922,2024-04-22 04:35:00,4,0,False,VEH_2090,SUV,13.102114,77.61075,13.115916,77.588368,13.148664,77.528627,2.86,4.8,7.41,12.42,1.06,329.55,fast,1311,7758,1311_7758
TRIP_004923,2024-06-17 06:04:00,6,0,False,VEH_0851,Mini,12.852786,77.658679,13.085075,77.665787,12.958762,77.707553,25.8,47.6,14.73,21.13,1.01,230.74,balanced,1308,7766,1308_7766
TRIP_004924,2024-03-03 22:41:00,22,6,True,VEH_0063,Auto,12.924942,77.72698,13.026821,77.489122,13.010366,77.565723,28.11,35.98,8.48,12.31,1.1,164.78,fast,1302,7748,1302_7748
TRIP_004925,2024-01-27 17:35:00,17,5,True,VEH_1211,SUV,13.003277,77.68905,12.974534,77.685512,13.080808,77.656189,3.21,9.88,12.22,34.78,1.78,824.03,cheap,1297,7768,1297_7768
TRIP_004926,2024-05-30 21:34:00,21,3,False,VEH_2072,SUV,13.035082,77.555829,13.01405,77.696892,13.040166,77.655699,15.43,45.12,5.32,13.07,1.14,295.52,fast,1301,7769,1301_7769
TRIP_004927,2024-05-20 13:52:00,13,0,False,VEH_1252,Mini,12.966851,77.485492,13.045067,77.563864,13.107923,77.52565,12.13,26.54,8.11,22.15,1.0,174.38,balanced,1304,7756,1304_7756
TRIP_004928,2024-02-22 05:10:00,5,3,False,VEH_1084,Auto,12.95295,77.664011,12.856524,77.537691,12.903372,77.576014,17.36,30.64,6.65,13.12,1.19,144.81,cheap,1285,7753,1285_7753
TRIP_004929,2024-05-31 20:19:00,20,4,False,VEH_2843,Mini,12.887837,77.553236,13.064037,77.66707,12.85869,77.707176,23.11,85.56,23.2,86.0,1.34,557.39,balanced,1306,7766,1306_7766
TRIP_004930,2024-05-10 21:00:00,21,4,False,VEH_1195,Sedan,13.063562,77.730654,12.902992,77.543605,13.028889,77.646358,26.96,75.1,17.86,37.23,1.11,462.33,fast,1290,7754,1290_7754
TRIP_004931,2024-01-28 20:56:00,20,6,True,VEH_1820,Mini,13.06462,77.480986,12.898355,77.673021,12.944625,77.68495,27.78,111.03,5.3,15.85,1.57,206.41,balanced,1289,7767,1289_7767
TRIP_004932,2024-06-14 05:22:00,5,4,False,VEH_2216,Auto,12.969658,77.503403,12.990469,77.509158,12.92023,77.574619,2.39,4.87,10.53,20.31,1.07,184.99,fast,1299,7750,1299_7750
TRIP_004933,2024-02-05 13:03:00,13,0,False,VEH_2407,Sedan,12.887429,77.561144,12.86223,77.640529,13.011833,77.482095,9.03,24.8,23.87,49.35,1.18,649.19,balanced,1286,7764,1286_7764
TRIP_004934,2024-05-14 17:42:00,17,1,False,VEH_1742,Mini,12.960767,77.614666,12.868356,77.697424,13.038897,77.499938,13.61,63.73,28.55,108.74,1.8,953.07,fast,1286,7769,1286_7769
TRIP_004935,2024-03-30 04:52:00,4,5,True,VEH_2959,Mini,12.961505,77.660421,12.878541,77.47323,12.98288,77.641619,22.24,34.06,21.59,26.52,1.01,309.24,cheap,1287,7747,1287_7747
TRIP_004936,2024-01-09 18:58:00,18,1,False,VEH_1061,SUV,12.953275,77.701296,13.022988,77.470051,13.038591,77.588451,26.18,112.79,12.92,63.71,1.84,1034.62,cheap,1302,7747,1302_7747
TRIP_004937,2024-06-26 02:53:00,2,2,False,VEH_0270,Mini,12.920069,77.682663,13.113096,77.732762,12.946851,77.649241,22.1,41.13,20.54,40.66,1.03,352.15,cheap,1311,7773,1311_7773
TRIP_004938,2024-01-20 03:10:00,3,5,True,VEH_1492,SUV,12.870663,77.496508,13.121613,77.586686,13.079529,77.549451,29.52,35.27,6.17,10.09,1.09,280.82,balanced,1312,7758,1312_7758
TRIP_004939,2024-01-15 18:31:00,18,0,False,VEH_0083,Mini,12.852795,77.636348,12.923885,77.452483,13.034942,77.47841,21.41,82.17,12.64,56.42,1.93,551.82,balanced,1292,7745,1292_7745
TRIP_004940,2024-01-24 01:17:00,1,2,False,VEH_1503,Auto,12.907485,77.459545,12.960962,77.540897,12.926746,77.661279,10.62,18.19,13.56,19.38,1.16,245.01,fast,1296,7754,1296_7754
TRIP_004941,2024-01-17 01:36:00,1,2,False,VEH_0507,Auto,12.928533,77.528087,12.954802,77.518212,13.140794,77.611834,3.11,5.94,23.0,33.63,1.01,335.03,fast,1295,7751,1295_7751
TRIP_004942,2024-02-28 13:47:00,13,2,False,VEH_2451,Mini,12.882402,77.453687,12.905461,77.727091,12.991902,77.744165,29.69,64.95,9.77,24.91,1.15,224.57,balanced,1290,7772,1290_7772
TRIP_004943,2024-06-18 23:19:00,23,1,False,VEH_0321,Mini,13.124577,77.51641,12.992942,77.454052,13.082064,77.694126,16.09,24.19,27.79,41.15,1.11,433.97,fast,1299,7745,1299_7745
TRIP_004944,2024-02-19 20:24:00,20,0,False,VEH_2018,Mini,12.869874,77.650276,13.129015,77.531042,12.860528,77.639226,31.53,119.81,32.01,135.13,1.95,1147.0,cheap,1312,7753,1312_7753
